AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,n1,n2,N1,N2,Len,Voc,Vol,Dif,Eff,AllocOps,DeallocOps,DerefUse,UniqueDerefUse,DerefSet,UniqueDerefSet,AgingRelatedBugs
3,21,0,9,30,25,2,2,2,1,24,3,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,9,21,7,12,25,0,9,0,0,14,16,6,0,10,0,0,0,0,0,2,2,2,1,0,1,0,0,1.19,2,0,0,1,14,27,64,48,112,41,600,12,7200,0,0,1,1,0,0,0
3,16,0,11,25,35,2,2,2,1,19,3,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,11,16,6,8,35,0,9,0,0,9,11,5,0,6,0,0,0,0,0,2,2,2,1,0,1,0,0,2.19,2,0,0,1,14,19,49,35,84,33,423,12,5076,0,0,1,1,0,0,0
3,20,0,10,30,25,2,2,2,1,23,3,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,10,20,7,11,25,0,10,0,0,14,16,6,0,10,0,0,0,0,0,2,2,2,1,0,1,0,0,1.25,2,0,0,1,14,27,64,48,112,41,600,12,7200,0,0,1,1,0,0,0
3,21,0,9,30,25,2,2,2,1,24,3,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,9,21,7,12,25,0,9,0,0,14,16,6,0,10,0,0,0,0,0,2,2,2,1,0,1,0,0,1.19,2,0,0,1,14,27,64,48,112,41,600,12,7200,0,0,1,1,0,0,0
5,28,1,23,95,31,7,7,7,1,34,5,28,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,149,23,86,13,63,31,0,9,0,0,44,66,11,0,55,0,0,0,0,0,12,12,12,1,0,3,0,0,0.36,21,0,0,3,51,93,270,203,473,144,2816,53,68750,0,0,7,2,0,0,0
6,43,1,27,142,32,10,8,11,1,51,6,43,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,201,27,132,22,105,32,0,10,0,0,78,108,19,0,89,0,0,0,0,0,26,22,30,1,0,4,0,0,0.24,29,0,0,3,51,108,427,307,734,159,4825,68,224733,0,0,7,2,4,3,0
4,37,5,127,766,192,12,11,13,2,45,4,33,5,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1062,127,664,135,470,192,5,101,0,0,440,594,91,14,489,0,0,0,0,0,64,55,69,18,0,5,0,0,0.29,231,0,0,46,325,612,2428,1666,4094,937,26494,390,1191933,0,0,83,21,20,9,0
2,29,1,61,548.7142857,69,7,7,8,2,32,2,26,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,663.7142857,60,456.7142857,132,272.7142857,69,27,69,0,0,262,355,91,9,255,0,0,0,0,0,15,14,19,10,0,4,0,0,0.15,114,0,0,38,336.4285714,416.4285714,1462.142857,1006.142857,2468.285714,752.8571429,14378.14286,399.7142857,491986.4286,3,2,88.71428571,31,22,11,0
2,36,2,77,702,103,8,8,10,3,40,2,34,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,863,73,585,143,384,101,53,74,0,0,327,439,94,1,344,0,0,0,0,0,30,28,35,13,0,4,0,0,0.17,130,0,0,50,326,531,1957,1285,3242,857,21196,367,916067,3,3,75,23,10,6,0
4,34,3,31,196,61,8,8,10,4,40,4,34,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,281,31,174,37,112,61,1,21,0,0,86,123,24,0,99,0,0,0,0,0,25,22,30,8,0,3,0,0,0.35,41,0,0,20,103,134,543,327,870,237,5431,118,259336,0,0,16,4,0,0,0
2,22,0,71,456,50,5,5,5,2,24,2,22,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,577,71,445,87,248,50,0,11,0,0,208,306,65,0,241,0,0,0,0,0,28,28,28,8,0,3,0,0,0.11,97,0,0,51,301,350,1240,835,2075,651,11788,330,376336,3,2,73,27,20,12,0
9,61,5,30,164,50,13,10,15,5,74,9,54,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,240,30,117,36,76,50,5,42,0,0,79,103,24,2,77,0,0,0,0,0,14,10,16,6,0,3,0,0,0.43,25,0,0,11,64,128,438,306,744,192,4893,75,184625,0,0,18,7,9,4,0
3,33,3,80,647,188,6,5,7,3,39,3,28,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,899,73,498,142,318,176,85,89,0,0,270,347,68,3,276,0,0,0,0,0,15,15,17,7,0,4,0,0,0.35,95,0,0,54,287,579,2004,1325,3329,866,19854,315,488060,2,0,89,23,18,8,0
5,39,7,36,221,142,6,6,7,2,51,5,36,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,398,36,183,49,127,142,4,34,0,0,94,122,23,1,98,0,0,0,0,0,12,12,12,5,0,2,0,0,0.78,32,0,0,12,103,185,635,435,1070,288,6571,114,190798,1,1,15,7,2,2,0
0,0,0,12,28,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,12,16,16,13,67,1,11,0,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,49,26,37,165,182,15,15,20,9,77,10,47,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,360,37,143,23,100,182,1,21,0,0,91,133,19,2,112,0,0,0,0,0,27,27,39,14,0,6,0,0,1.27,44,0,0,27,78,103,445,287,732,181,4399,106,157883,0,0,15,5,4,2,0
8,38,21,65,283,287,7,6,7,4,63,8,38,21,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,606,65,267,51,189,287,1,15,0,0,164,193,30,1,162,0,0,0,0,0,12,11,13,7,0,3,0,0,1.07,47,0,0,28,149,278,892,660,1552,427,9405,168,266673,0,0,65,26,38,15,0
2,20,3,49,257,269,3,3,3,1,24,2,20,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,557,49,239,56,148,269,1,17,0,0,134,162,32,3,127,0,0,0,0,0,12,8,12,4,0,3,0,0,1.13,41,0,0,21,167,215,758,518,1276,382,7413,183,248151,2,2,52,12,6,5,0
5,24,8,48,198,184,6,6,7,2,36,5,24,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,417,48,175,30,117,184,1,22,0,0,93,137,21,4,112,0,0,0,0,0,28,26,30,9,0,4,0,0,1.05,44,0,0,17,94,173,491,328,819,267,5154,77,138376,0,0,9,5,2,1,0
7,49,0,22,115,34,10,9,10,5,55,7,49,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,170,22,100,19,72,34,0,15,0,0,63,84,17,0,67,0,0,0,0,0,19,17,19,9,0,3,0,0,0.34,20,0,0,10,38,87,311,204,515,125,3384,43,126936,0,0,7,2,0,0,0
3,36,1,61,446,73,9,8,9,3,40,3,36,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,573,61,419,87,280,73,1,26,0,0,232,319,66,1,252,0,0,0,0,0,26,23,31,7,0,4,0,0,0.17,94,0,0,33,225,333,1205,823,2028,558,12538,260,470822,0,2,76,34,18,9,0
2,24,2,24,148,42,4,4,4,1,27,2,24,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,213,24,126,37,76,42,1,22,0,0,72,95,24,3,68,0,0,0,0,0,17,16,17,1,0,3,0,0,0.33,22,0,0,5,66,125,390,271,661,191,4343,60,152317,1,0,17,5,7,2,0
4,39,1,29,194,37,11,9,11,4,43,4,39,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,256,29,170,36,119,37,1,23,0,0,112,150,26,0,124,0,0,0,0,0,32,26,32,15,0,4,0,0,0.22,43,0,0,18,93,203,979,662,1641,296,11172,141,655218,1,1,3,3,1,1,0
3,53,5,222,2748,421,13,12,14,4,60,3,48,5,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3314,222,2481,490,1767,390,121,181,0,0,1588,2116,315,2,1799,0,0,0,0,0,58,52,64,29,0,6,0,0,0.16,623,0,0,236,977,2175,8342,5937,14279,3152,93987,1249,4147632,9,11,651,125,205,48,0
6,58,6,60,397,47,13,12,15,6,70,6,53,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,503,59,333,49,263,46,21,47,0,0,157,234,42,1,191,0,0,0,0,0,24,22,31,16,0,5,0,0,0.14,77,0,0,40,130,274,1109,796,1905,404,12014,180,452712,0,0,46,13,3,2,0
2,14,2,165,649,423,2,2,3,1,18,2,14,2,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,165,623,185,350,423,5,22,0,0,324,436,123,0,313,0,0,0,0,0,13,13,15,6,0,3,0,0,0.68,111,0,0,53,593,841,1817,1382,3199,1434,17074,453,283386,0,0,86,48,7,3,0
5,44,5,26,161,56,9,8,9,1,54,5,44,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,240,26,141,25,100,56,0,20,0,0,79,104,18,0,86,0,0,0,0,0,25,21,26,1,0,3,0,0,0.4,27,0,0,3,44,117,398,268,666,161,4644,45,186660,0,0,0,0,0,0,0
1,36,4,56,672,137,7,6,8,3,41,1,36,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,848,56,647,105,463,137,0,25,0,0,338,442,84,3,355,0,0,0,0,0,28,24,29,13,0,4,0,0,0.21,122,0,0,51,287,570,1920,1421,3341,857,20791,317,702834,5,7,163,24,24,7,0
1,13,0,67,278,4,2,2,2,1,15,1,13,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,348,67,259,67,133,4,6,13,0,0,118,159,47,0,112,0,0,0,0,0,3,3,3,1,0,1,0,0,0.02,41,0,0,20,270,362,832,566,1398,632,7263,187,90254,0,0,3,2,0,0,0
0,0,0,13,57,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,5,0,0,0,23,61,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,26,4,86,390,128,4,4,4,2,31,2,21,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,592,76,264,70,156,109,101,59,0,0,164,199,47,2,150,0,0,0,0,0,10,10,10,7,0,3,0,0,0.41,47,0,0,29,189,299,1125,696,1821,488,10720,211,335899,0,0,19,8,6,5,0
4,34,7,134,892,358,7,7,8,3,44,4,34,6,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1358,99,559,153,361,230,442,56,0,0,349,420,94,0,326,0,0,0,0,0,16,16,20,11,0,3,0,0,0.41,109,0,0,62,309,944,6557,4463,11020,1253,84627,537,9639530,1,13,30,19,29,18,0
3,29,1,79,482,14,5,5,5,1,33,3,29,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,573,79,477,95,326,14,0,5,0,0,314,360,60,0,300,0,0,0,0,0,9,9,9,4,0,3,0,0,0.03,81,0,0,19,198,443,1271,1023,2294,641,12726,219,208691,1,28,96,14,5,2,0
3,19,0,28,96,29,2,2,3,1,22,3,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,152,28,60,26,26,29,11,29,0,0,37,35,14,0,21,0,0,0,0,0,3,3,7,3,0,1,0,0,0.48,6,0,0,6,57,70,202,148,350,127,1879,54,40075,0,0,14,4,0,0,0
3,20,1,77,429,48,2,2,3,1,23,3,18,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,548,74,321,111,170,41,79,48,0,0,207,215,57,0,158,0,0,0,0,0,13,10,13,6,0,3,0,0,0.13,41,0,0,25,254,348,1005,765,1770,602,9789,243,237892,0,5,49,29,18,4,0
4,31,2,37,231,110,4,4,5,1,35,4,31,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,371,37,218,51,144,110,0,13,0,0,122,136,29,0,107,0,0,0,0,0,9,9,9,5,0,3,0,0,0.5,29,0,0,11,111,240,609,479,1088,351,6363,102,113929,1,1,63,12,7,4,0
3,22,2,70,388,178,4,3,4,2,27,3,22,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,630,70,368,105,225,178,0,20,0,0,214,247,49,3,195,0,0,0,0,0,10,8,10,10,0,3,0,0,0.48,64,0,0,39,258,350,1146,713,1859,608,10480,258,240908,0,0,35,21,8,5,0
1,16,0,23,105,4,3,3,3,1,18,1,16,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,131,23,99,36,49,4,0,6,0,0,54,58,18,0,40,0,0,0,0,0,6,6,6,1,0,2,0,0,0.04,16,0,0,6,83,110,296,192,488,193,2515,65,32713,0,0,3,1,0,0,0
3,25,0,14,60,30,4,4,4,1,28,3,25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,104,14,51,13,33,30,0,9,0,0,29,36,11,0,25,0,0,0,0,0,5,5,5,1,0,1,0,0,0.59,7,0,0,2,36,74,188,154,342,110,2053,34,45581,0,0,9,3,0,0,0
5,31,3,26,117,35,8,8,8,2,39,5,31,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,177,26,99,21,69,35,0,18,0,0,56,81,17,1,63,0,0,0,0,0,18,18,18,4,0,4,0,0,0.35,24,0,0,6,46,93,290,196,486,139,2938,45,75718,0,0,7,4,1,1,0
12,91,10,20,117,41,42,42,43,12,112,12,81,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,175,20,83,20,61,41,0,34,0,0,92,118,19,1,98,0,0,0,0,0,42,42,43,12,0,5,0,0,0.49,42,0,0,12,27,89,280,211,491,116,3367,32,107744,0,0,6,1,1,1,0
2,23,2,26,139,65,5,5,5,4,27,2,20,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,228,26,108,30,66,65,15,18,0,0,66,90,23,0,67,0,0,0,0,0,8,8,8,7,0,2,0,0,0.6,25,0,0,20,78,107,337,226,563,185,3005,77,49892,1,3,19,9,4,2,0
0,0,0,35,251,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,5,0,0,0,39,319,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,20,0,17,151,41,4,4,6,3,21,1,19,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,206,17,134,22,87,40,5,13,0,0,63,94,12,0,82,0,0,0,0,0,10,10,15,7,0,3,0,0,0.3,30,0,0,23,96,101,388,261,649,197,3503,109,113615,2,0,15,5,18,2,0
4,47,1,20,154,58,7,4,7,4,52,4,37,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,232,19,114,24,75,58,20,21,0,0,63,85,16,0,69,0,0,0,0,0,19,11,20,11,0,3,0,0,0.51,21,0,0,13,47,111,368,246,614,158,3885,45,106956,0,1,5,1,0,0,0
2,31,3,107,1135,244,6,6,7,3,35,2,26,3,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1462,100,893,210,564,220,192,79,0,0,469,657,158,5,494,0,0,0,0,0,68,68,69,28,0,4,0,0,0.25,188,0,0,101,539,821,2988,2106,5094,1360,31290,624,1151625,7,29,118,43,30,11,0
5,49,5,62,450,99,6,6,7,2,58,4,31,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,592,54,265,54,186,79,153,55,0,0,151,202,41,1,160,0,0,0,0,0,21,21,23,14,0,2,0,0,0.3,50,0,0,21,109,316,1089,792,1881,425,13173,112,568781,5,5,20,6,0,0,0
4,45,9,28,227,40,11,6,12,5,55,4,39,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,282,28,158,42,122,40,31,51,0,0,58,106,21,0,85,0,0,0,0,0,18,7,19,11,0,3,0,0,0.25,44,0,0,20,85,170,475,291,766,255,4626,71,84129,0,0,19,10,0,0,0
5,62,13,27,272,84,9,9,10,5,79,4,39,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,381,23,159,38,113,58,104,38,0,0,88,125,20,0,105,0,0,0,0,0,22,22,27,16,0,3,0,0,0.36,34,0,0,23,82,166,789,522,1311,248,8529,114,399426,3,11,34,16,1,1,0
0,0,0,19,112,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,4,0,0,0,37,112,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,52,4,31,331,94,7,5,7,4,59,3,37,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,455,29,228,48,155,94,59,46,0,0,135,176,33,1,142,0,0,0,0,0,23,12,24,15,0,3,0,0,0.41,40,0,0,28,101,232,803,584,1387,333,8870,114,299106,1,6,21,7,6,2,0
1,29,1,33,304,112,8,7,9,5,32,1,29,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,445,33,276,54,179,112,2,28,0,0,162,230,45,21,164,0,0,0,0,0,11,11,14,10,0,4,0,0,0.41,69,0,0,53,178,154,781,409,1190,332,6363,239,199392,0,0,51,13,4,3,0
8,74,6,134,1073,129,15,15,17,5,87,7,66,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1324,127,933,117,722,121,77,79,0,0,579,748,84,0,664,0,0,0,0,0,129,129,148,59,0,4,0,0,0.13,213,0,0,80,252,758.4285714,3295.142857,2547.142857,5842.285714,1010.428571,43449,331.5714286,2981765.857,0,11,223.5714286,40,110,20,0
4.428571429,56.28571429,1.714285714,26,199.7142857,40.28571429,10.14285714,10.14285714,10.42857143,1.285714286,62.42857143,4.428571429,56.28571429,1.714285714,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,260.8571429,26,178.2857143,26.85714286,139.2857143,40.28571429,0.857142857,21.42857143,0,0,75.71428571,101.5714286,18.42857143,0,83.14285714,0,0,0,0,0,25.85714286,24.14285714,26.57142857,1.857142857,0,2,0,0,0.235714286,31.42857143,0,0,3.857142857,57.71428571,155.1428571,554.5714286,419.2857143,973.8571429,212.8571429,6820.714286,67.42857143,290775.4286,0,0,64.42857143,9.857142857,0,0,0
2.142857143,18.42857143,1,59.85714286,311.1428571,42.42857143,4.142857143,3.285714286,4.285714286,2.285714286,21.57142857,2.142857143,18.28571429,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,411.4285714,57.28571429,262.2857143,69.14285714,170.7142857,42.42857143,14.85714286,37.42857143,0,0,130.1428571,190.4285714,38.85714286,0,151.5714286,0,0,0,0,0,17.14285714,12.85714286,25,14.57142857,0,3.285714286,0,0,0.164285714,57.57142857,0,0,45.57142857,218.7142857,252.8571429,837,503.8571429,1340.857143,471.5714286,7256.428571,200.7142857,157883.4286,1.142857143,0.571428571,45.57142857,21.28571429,7.714285714,3.142857143,0
5,44,7,52,347,96,8,7,9,4,56,5,44,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,490,52,322,56,240,96,1,25,0,0,136,187,28,0,159,0,0,0,0,0,15,15,20,6,0,4,0,0,0.3,53,0,0,32,156,281,991,728,1719,437,10557,193,353378,0,0,88,19,28,2,0
6,65,8,163,1483,211,9,8,11,4,78,6,60,8,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1834,162,1327,220,1009,207,84,77,0,0,561,755,144,4,607,0,0,0,0,0,33,27,38,18,0,4,0,0,0.16,191,0,0,85,425,925,3679,2667,6346,1350,42000,563,1897464,4,4,255,47,44,14,0
2,15,1,33,132,46,3,3,3,1,18,2,15,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,210,33,121,29,68,46,0,11,0,0,55,76,19,0,57,0,0,0,0,0,7,7,8,3,0,2,0,0,0.38,21,0,0,10,99,116,372,251,623,215,3093,108,51023,1,1,33,9,14,4,0
1,28,0,14,102,30,5,5,7,3,29,1,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,146,14,90,20,63,30,0,12,0,0,50,63,15,0,48,0,0,0,0,0,7,7,12,7,0,2,0,0,0.33,16,0,0,9,56,84,294,223,517,140,2955,76,97110,0,0,19,3,0,0,0
3,27,1,47,276,45,5,5,6,4,31,3,26,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,366,47,240,46,157,45,2,34,0,0,119,169,32,0,137,0,0,0,0,0,12,12,13,12,0,5,0,0,0.19,49,0,0,37,157,222,735,497,1232,379,7073,163,180188,2,4,25,11,6,4,0
4,32,3,24,120,41,4,4,5,3,38,4,32,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,182,24,101,26,69,41,0,19,0,0,62,74,19,0,55,0,0,0,0,0,6,6,8,6,0,3,0,0,0.41,12,0,0,11,59,132,358,269,627,191,3779,59,73673,1,0,6,4,7,2,0
4,23,0,22,117,39,5,5,5,4,26,4,23,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,175,19,52,23,32,33,41,33,0,0,30,41,16,0,25,0,0,0,0,0,8,8,8,7,0,3,0,0,0.63,9,0,0,8,32,38,134,93,227,70,1302,37,42904,0,0,10,2,0,0,0
10,75,7,43,258,50,9,8,12,5,90,10,69,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,346,43,217,45,167,50,12,29,0,0,113,141,28,0,113,0,0,0,0,0,16,14,21,10,0,2,0,0,0.23,27,0,0,17,68,199,736,540,1276,267,8316,91,274268,2,0,32,7,11,4,0
6,44,6,95,555,108,10,9,11,3,55,6,42,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,749,92,472,70,355,106,36,52,0,0,257,369,57,3,309,0,0,0,0,0,35,30,41,11,0,4,0,0,0.22,111,0,0,38,210,359,1350,930,2280,569,14151,264,562975,2,13,74,15,40,7,0
3,36,2,67,515,75,7,7,8,3,41,3,33,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,648,62,388,103,259,73,80,53,0,0,246,321,73,4,244,0,0,0,0,0,25,22,25,8,0,4,0,0,0.19,76,0,0,42,205,412,1414,960,2374,617,15462,225,534901,2,1,52,17,21,9,0
4,28,6,69,388,117,7,6,9,2,37,4,27,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,570,69,368,75,260,117,0,20,0,0,211,289,52,4,233,0,0,0,0,0,42,23,59,5,0,3,0,0,0.32,93,0,0,33,256,312,1179,760,1939,568,11704,311,420797,0,0,19,15,0,0,0
5,40,2,51,336,48,9,9,10,3,46,5,40,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,433,51,324,42,235,48,0,12,0,0,173,239,34,0,205,0,0,0,0,0,22,22,22,10,0,4,0,0,0.15,71,0,0,28,144,232,1050,724,1774,376,10465,210,397833,0,0,47,6,0,0,0
5,35,1,41,228,40,7,7,7,4,41,5,35,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,306,41,215,35,149,40,0,13,0,0,118,157,28,0,129,0,0,0,0,0,14,14,14,10,0,4,0,0,0.19,40,0,0,26,109,180,634,429,1063,289,6235,125,162185,0,0,18,4,0,0,0
4,34,2,42,229,41,8,7,9,3,40,4,34,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,312,42,214,46,145,41,0,15,0,0,121,168,32,0,136,0,0,0,0,0,24,20,29,13,0,4,0,0,0.19,47,0,0,23,95,178,540,402,942,273,5705,102,191205,0,2,13,5,2,1,0
7,38,6,61,307,89,8,7,8,2,51,6,34,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,449,58,252,53,174,77,40,31,0,0,144,190,35,3,152,0,0,0,0,0,30,23,35,4,0,3,0,0,0.31,53,0,0,14,119,220,757,499,1256,339,7942,128,277842,1,0,18,5,6,3,0
11,46,4,171,674,91,3,3,6,2,57,11,46,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,890,171,661,89,586,90,1,12,0,0,536,582,57,2,523,0,0,0,0,0,9,9,11,9,0,2,0,0,0.14,46,0,0,29,278,726,2121,1925,4046,1004,24973,362,659451,0,0,131,32,30,14,0
6,29,1,72,299,117,8,5,9,4,35,6,29,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,447,72,291,90,228,117,0,8,0,0,117,180,25,3,152,0,0,0,0,0,32,7,32,17,0,3,0,0,0.4,64,0,0,33,148,217,686,468,1154,365,6573,154,150494,1,3,49,19,11,5,0
1,7,0,22,80,28,1,1,1,1,8,1,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,130,22,75,29,26,28,0,5,0,0,35,45,19,0,26,0,0,0,0,0,2,2,2,1,0,0,0,0,0.37,11,0,0,10,78,76,156,118,274,154,1094,56,6492,0,0,0,0,0,0,0
9,34,3,54,153,51,7,6,8,3,44,9,34,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,252,54,142,27,97,51,0,11,0,0,68,97,22,1,74,0,0,0,0,0,15,11,20,11,0,3,0,0,0.36,28,0,0,14,56,114,347,241,588,170,3521,57,93257,0,0,4,3,0,0,0
10,28,10,48,118,81,5,5,9,4,48,10,28,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,247,48,113,17,88,81,0,5,0,0,67,87,13,0,74,0,0,0,0,0,6,6,14,6,0,1,0,0,0.72,20,0,0,19,78,129,415,311,726,207,4147,94,98030,0,0,25,6,11,4,0
